ID,filename,extent,growth_stage_F,growth_stage_M,growth_stage_S,growth_stage_V,damage_DR,damage_DS,damage_G,damage_ND,damage_PS,damage_WD,season_LR2020,season_LR2021,season_SR2020,season_SR2021
ID_K6HQBWNJ2O,L315F03922C01S07590Rp17976.jpg,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
ID_QXQX8J0X9B,L341F01343C01S00371Rp06879.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
ID_XZD7FIZQNZ,L398F00102C01S01131Rp14996.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_IUXFMGTC3B,L133F00695C01S05260Rp14072.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_OLYJWFDRV0,L121F01916C01S02472Rp14759.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_CNBT33BTZ6,L398F01925C39S14360Ip.jpg,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
ID_0P4D9DM77H,L406F00126C39S12385Ip.jpg,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
ID_DXBRD0A3O9,L141F01655C39S14073Rp48999.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
ID_04HTA40P09,L1089F02252C01S06763Rp24522.jpg,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
ID_MCLHHC3CNI,L1083F02289C39S12122Ip.jpg,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
ID_ZDP92GS52J,L376F03264C39S14382Dp38785.jpg,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
ID_LR3E9FKDRL,L1084F00962C39S13936Ip.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
ID_33Y3WJ7FJF,L433F02495C01S01257Rp02402.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
ID_DNNU4DOC89,L415F00225C39S12573Rp37481.jpg,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
ID_GFCVBNBHJ5,L1094F04332C01S07344Rp31684.jpg,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
ID_I6TVV2GBCO,L431F00229C01S00529Rp08413.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
ID_2YDDW3AB8M,L122F01016C01S02879Rp13892.jpg,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
ID_F0B9U11X14,L430F01043C39S13917Rp40757.jpg,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
ID_ELMNRSGS2N,L121F03608C01S01416Rp03435.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
ID_48DW1PYNCO,L331F00160C01S05377Rp07595.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
ID_8L3ZO0I2A0,L133F00684C01S05229Rp14063.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_PRU9O9D0HP,L436F00203C01S01075Rp12913.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_0IS71I3P3M,L1094F02309C01S02595Rp09556.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_YRGHT643NJ,L1130F00675C01S07358Rp22390.jpg,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
ID_RC60T6ZNAH,L361F02345C01S03583Rp15036.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_XA6LX1NND0,L332F02583C01S00443Rp06676.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
ID_JMXJKIFTAD,L1094F03073C39S11575Rp41747.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
ID_73LKP6TF0R,L428F00404C01S00140Rp13162.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_9JNMXAFTFJ,L1139F02981C01S01586Rp03573.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_2GHR0O7Q82,L354F00181C01S00963Rp13872.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_FG8WON2L52,L221F00336C01S03314Rp14257.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_9FJ9ZK59QV,L1094F02821C01S00508Rp10079.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_G7XM3LFO9C,229_repeat_2_2062_6371_4741.JPG,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
ID_70NPUBA4MA,L134F00804C39S14181Rp48347.jpg,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
ID_GXVSN40BVX,L1083F01454C01S01397Rp07926.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_4I0S903YFM,L435F00200C01S07377Rp21320.jpg,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
ID_O4EW4YYQ8I,L144F02009C01S08690Rp26198.jpg,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
ID_I4HB3TG3JR,179_repeat_2_1332_5128_3448.JPG,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
ID_9S9UKAI2Y3,L1094F02890C01S07716Rp29590.jpg,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
ID_UTA7VMPBA3,L1095F01453C01S00474Rp09210.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_U18BX7ZT02,L1084F02124C01S02995Rp09712.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_7QW4W1LBQ0,L1094F02309C39S11675Rp35101.jpg,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
ID_UUU3QMI10O,L133F00716C39S14618Rp38493.jpg,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
ID_XN81PTDT1I,L133F00716C01S00627Rp13535.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_E0IOVGA50P,L323F02382C01S01274Rp13744.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_4SSQBCAAEF,L322F03027C39S12951Rp37483.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
ID_S0SURM15XR,L361F02344C01S03577Rp15035.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_WS0WJW4QKB,L1102F01698C39S11600Rp41650.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
ID_QI7AR3MSHO,L1084F02299C01S02998Rp10185.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_BINR295MKD,L1095F01359C01S00472Rp06831.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_ZO44888ZWN,L134F00773C01S05371Rp14103.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_J0FT1CY09J,L1115F00029C01S00141Rp07177.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_FNI6RG0OP6,L341F01343C01S00371Rp14194.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_B6FUI5C0N2,L144F00939C01S07679Rp30198.jpg,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
ID_BWZZLOFH8M,L124F02606C01S01208Rp13687.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_FKAR5MIO34,L131F03895C01S07353Rp24537.jpg,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
ID_MQHATPKIGU,16_repeat_2_1029_4784_3156.JPG,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
ID_QMRDVUHPO1,L371F01552C41S14352Rp41619.jpg,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
ID_99SUEAPB7B,L428F00919C39S12414Rp49046.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
ID_V3BJI6PN5B,L435F03618C39S14963Rp48224.jpg,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
ID_GRPZ0FGGIN,L429F03239C39S14836Rp48596.jpg,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
ID_TSLXXU48OZ,L134F00843C01S09765Rp27551.jpg,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
ID_C0O68C8A0L,L353F01260C01S03679Rp14703.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_6K9SIBKVQR,11_repeat_2_2419_5058_3388.JPG,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
ID_U5USW4G2ZX,211_repeat_2_1075_6283_4646.JPG,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
ID_TYVGNI789Q,L342F02061C01S01251Rp04348.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
ID_MTAKK3YZ7B,L371F04439C01S10289Rp31522.jpg,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
ID_FQL6IN5CMA,L428F00404C01S00140Rp09515.jpg,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
ID_G6Z6NHNHMD,L428F03464C39S14412Rp47853.jpg,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
ID_Y1BR39TEDW,L1115F01692C01S04707Ip.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
ID_MPWQ856OHN,L134F00771C01S00620Rp13530.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_D74UEOKZXK,L398F01671C01S03714Rp08153.jpg,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
ID_8BKE1E7YTN,L1153F00643C01S09931Rp21179.jpg,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
ID_MYBPNSJGC1,L1115F02667C01S09086Rp30869.jpg,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
ID_2BO4GS74JW,168_repeat_2_1205_4141_2716.JPG,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
ID_J9947HQKJ6,L1094F02890C01S01972Rp05438.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_X7A90JGUCD,L354F03985C39S13383Rp46819.jpg,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
ID_FFFS2ISS7Z,L124F00617C01S00249Ip.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
ID_F4GR8Y0RW1,L141F00093C01S06986Rp31246.jpg,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
ID_2F431PIHSH,L113F02448C01S04782Rp08588.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
ID_ZG36H1YN12,L1093F01192C39S11945Rp37506.jpg,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
ID_471TQTXF3D,L133F00087C01S02744Rp13095.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_YMJJSNJYU5,L342F02109C39S14048Rp38376.jpg,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
ID_MXLENYQFTI,L1095F00444C01S00183Rp08630.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_VV9ITRAKZ8,L133F03014C01S06954Rp18166.jpg,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
ID_JZMC5BZMJ5,L1089F01665C01S08538Rp15825.jpg,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
ID_2J0N5I8VKE,L121F03272C01S02652Rp14427.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_Q0LEANL4OV,L361F02340C39S14059Rp41600.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
ID_1MPEORYRIM,L243F04643C40S12566Rp45141.jpg,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
ID_8O6KEMU0CE,L1093F01908C39S11626Rp41079.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
ID_MXZRQ4AOK4,L1094F01464C01S00499Rp00771.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
ID_AXE1YX3KAY,L354F00296C39S00000Ip.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
ID_TJ73XW70D0,190_repeat_2_1301_5641_4010.JPG,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
ID_U8LICYRA2S,L1084F00580C01S00055Rp08532.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_H77HE8MSKV,L429F01328C01S01599Rp14655.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_J2UVEFS3LR,L354F03936C39S14688Rp37847.jpg,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
ID_WYOX5S3GMV,L125F01025C01S05152Rp09774.jpg,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
ID_9UNH94AGPN,L1083F01448C01S00153Rp07445.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_EERGU2HRSC,L433F00314C01S01261Rp09657.jpg,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
ID_IY411LH2BG,L134F00092C01S06930Rp30716.jpg,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
ID_LQB03ZVBV0,L426F02817C39S14970Rp47753.jpg,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
ID_8XBA8HKWNL,L353F01863C39S12453Rp48218.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
ID_N26O2QZQO9,L1084F00024C01S01386Rp11349.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_CEFYTZYOZF,L133F00686C01S06942Rp25650.jpg,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
ID_784XJQEVPQ,L134F04131C01S02590Rp12504.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_BI97OO9FFO,L243F04639C03S07586Rp20693.jpg,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
ID_CZPJ874DV2,L429F03239C39S14836Rp49197.jpg,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
ID_7KSWTJ2MCG,L432F00214C01S01648Rp13094.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_N4MUF4PGQX,L428F03407C39S12399Rp49043.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
ID_E8H3J1IKHZ,L134F00872C39S14245Rp48355.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
ID_QU6XEGAQZJ,L1089F00018C01S07929Rp24463.jpg,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
ID_5RUXYIPSJX,L1083F01254C01S08152Rp18588.jpg,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
ID_4JUUECZ217,L1093F00035C01S06769Rp15376.jpg,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
ID_8BXCVJX2JC,L221F00359C01S04831Rp14746.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_SQLMOU35TV,L323F02382C01S01274Rp12462.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_PSM1YYDB5H,L1102F00365C01S08162Rp15659.jpg,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
ID_5BR7DYO8NF,L1122F00311C39S12127Rp34334.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
ID_N8EYX16O2J,L1094F00338C39S11563Rp41835.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
ID_1M53JGXJEC,L353F02184C01S01306Rp11905.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_TGWVXXY86F,L133F00713C01S01087Rp14077.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_1H9NPYV4LM,L1136F00550C39S11654Rp41171.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
ID_TOGW7ES3JG,L410F01127C01S00274Rp14382.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_KVLRZMNQ4H,177_repeat_2_1042_6280_4643.JPG,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
ID_RMM61D5Y2L,L323F01551C01S01270Rp07591.jpg,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
ID_7ZTX3FU9KA,L1130F03203C01S05033Rp02197.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_S3A945XK9P,190_repeat_2_1158_5965_4323.JPG,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
ID_ULAC1NHM1L,L1115F02322C01S07560Rp24770.jpg,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
ID_5H1OZFPII4,L342F01545C01S09991Rp17934.jpg,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
ID_Z2RLBY6ZAC,L430F02458C39S13912Rp40380.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
ID_QJYCJVMRZ7,L406F00362C01S00614Rp12926.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_OX96F9BA0I,L231F03543C03S08756Rp30286.jpg,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
ID_ABQH9MO330,L371F00131C39S14373Dp36930.jpg,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
ID_IVEL3IWMRM,L1155F04255C01S08214Rp29904.jpg,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
ID_D6AN42AO35,L133F01656C39S14732Rp46214.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
ID_YSJZATV0RS,L134F00884C39S14252Rp48357.jpg,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
ID_CWWKDCZFXZ,L134F00792C01S05232Rp06367.jpg,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
ID_652T7RM025,L121F02106C01S01464Rp10038.jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
ID_9BYY8K9ERN,L1094F04317C39S12007Rp34039.jpg,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
ID_PXMBKPAK48,L222F02780C01S03653Rp14151.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_9YYL8GH04Y,L410F00106C39S14584Dp47971.jpg,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
ID_J7GJ4397XI,L311F00523C01S00633Rp03527.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_669E0EYCZ5,L1093F03136C01S08516Rp28918.jpg,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
ID_O5NX627FSX,L242F01472C01S03066Rp12804.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_9H6W4J7AK6,L221F04006C01S04139Rp13817.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_ZRLP605F3R,L144F01202C39S12513Dp36486.jpg,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
ID_SCN7POE7R1,L121F01775C42S13161Rp48926.jpg,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
ID_H2SAJP5YCV,L134F00884C39S14252Rp47151.jpg,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
ID_7N6S6MHK2Z,L311F03565C01S00951Rp03523.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_AUUW0D61A2,L1149F01176C39S12178Ip.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
ID_UQGBII53UR,L124F00081C01S00116Rp02412.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
ID_JK7IY24MCG,L1122F02797C39S12129Dp42204.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
ID_CCR8HU0KVI,L376F03290C01S07152Rp29577.jpg,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
ID_ZRQNVPE70C,L141F02852C39S14346Rp48997.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
ID_ZNWWZZJ18M,L415F00217C01S00164Rp02690.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
ID_FW1OYM4778,L231F04696C03S06916Rp21750.jpg,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
ID_U8D7MTIMB4,L221F01253C01S03307Rp14304.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_GRS4FM6TXU,L314F02357C39S12478Rp45532.jpg,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
ID_CKPS7E7ZXE,L134F00750C39S14162Rp34555.jpg,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
ID_BEMQC4A1VN,L144F02383C01S08708Rp30167.jpg,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
ID_LRWEWPKU3G,112_repeat_2_1350_5754_4128.JPG,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
ID_RJ811K387S,L1089F00425C01S08463Rp16403.jpg,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
ID_6IT55KXI9I,L141F00093C01S00213Rp11212.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
ID_G81ULVKQ55,L1084F00364C01S00393Rp00108.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
ID_LVREH0FIT0,L1122F04419C39S11771Rp41112.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
ID_5XCBSPD3Z4,L354F00328C01S02577Rp14821.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_Z9UKXB9KH7,L221F01960C39S14762Ip.jpg,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
ID_YGPK4256LO,L124F01780C01S01192Rp13686.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_B246MHAZR9,L415F01542C39S14426Rp49240.jpg,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
ID_6ZL07FCRCU,L133F00716C01S06946Rp16188.jpg,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
ID_87NS3USB16,L428F01438C01S01378Rp13184.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_SJEN5AKKN7,L141F01148C01S01269Rp13662.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_JYBNHHQS0U,L321F01948C39S13158Rp42939.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
ID_48A30TN2UL,L1094F02172C39S11573Rp41849.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
ID_I9GEHGKUOR,L325F00557C01S00343Rp14951.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_8BT48ZLVA1,L315F02924C01S02272Rp15048.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_A2W3QWIJV8,241_repeat_2_15_977_652.JPG,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
ID_QCSIUK6TCN,L1116F01834C39S12534Rp41850.jpg,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
