ID,filename,extent,growth_stage_F,growth_stage_M,growth_stage_S,growth_stage_V,damage_DR,damage_DS,damage_G,damage_ND,damage_PS,damage_WD,damage_WN,season_LR2020,season_LR2021,season_SR2020,season_SR2021
ID_2P9YTSJL7F,L222F02376C39S13790Ip.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
ID_KX43PKX00X,L1155F04246C39S11974Rp38193.jpg,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
ID_TT2UY3VY8C,L1155F00062C01S00047Rp08300.jpg,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
ID_A5RRMQYFG0,L1084F01037C01S00076Rp07841.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_FNU9GCWWYO,L133F03263C01S00308Rp13602.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_62ZMHLATWH,L221F01487C01S03310Rp14303.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_NUD92PC0US,L1153F02897C01S01421Rp08324.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_DYXINJGYXL,L410F02693C01S01335Rp10743.jpg,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
ID_9V2OQE78D7,168_repeat_2_1206_5286_3648.JPG,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
ID_N0QO8Q2T5L,L1094F01392C01S02593Rp09099.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_L2X210J0F4,L141F00941C39S12518Rp42724.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
ID_BF89SOKVIT,L1144F04459C39S12072Rp34624.jpg,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_VWB0XL25F0,L1089F02180C01S01389Rp06255.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
ID_9LRAEP33G4,L315F02077C01S02267Rp15045.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_VU8KG3SUC4,L1094F01169C39S11566Rp34102.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
ID_EVQXQO76C4,L428F02724C39S14350Rp48499.jpg,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
ID_LLEFWDVR07,L124F02408C01S09331Rp25872.jpg,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
ID_MU1PNWTZNW,L1084F02299C01S02998Rp10184.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_8S2KB3282J,L1094F01340C01S07366Rp17091.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
ID_GXKHPFPLX4,L342F01050C01S01595Rp11478.jpg,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
ID_7IE5E4LZ3X,L326F01981C01S01993Rp14966.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_MOUXJWJH9J,L1094F01822C01S02594Rp08384.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_6GEZOOEGK0,L326F01981C01S01993Rp14833.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_VVSFHZ9AT5,L376F01611C01S07673Rp23062.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
ID_A97LU099SP,L354F00387C01S02826Rp14842.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_EERGU2HRSC,L433F00314C01S01261Rp09657.jpg,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
ID_U3N2CQTKEF,179_repeat_2_1332_3932_2506.JPG,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
ID_ISRC7NT99Y,L325F01235C01S00930Rp13340.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_HKWELJRCZ3,L1136F03631C01S00106Rp02713.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_G7PXREJER7,158_repeat_2_1491_5951_4293.JPG,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
ID_A6Y0E5PN6L,L406F04369C39S12387Rp47200.jpg,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ID_2U7MGMEGCO,225_repeat_2_1197_5615_3963.JPG,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
ID_CFKC7IWZQ8,L354F00361C01S08356Rp23703.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
ID_I9GEHGKUOR,L325F00557C01S00343Rp14951.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_29B5A0MXQH,L398F03091C01S08245Rp32380.jpg,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
ID_CWR868O80G,L371F04458C39S12526Rp48267.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
ID_7FW208V5E5,L406F00126C39S12385Rp33641.jpg,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
ID_Q0NF5A3IYY,L311F00639C01S00888Ip.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_D79K2E9SND,L144F02000C01S01089Rp14714.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_CN26KPGPPL,170_repeat_2_2547_5914_4258.JPG,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
ID_V8F0H82G8E,L410F00115C39S12337Rp38341.jpg,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
ID_452MQXCN0O,L1153F03533C01S01053Rp10479.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_B4DY53PJ6O,L428F01217C39S14435Rp48288.jpg,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
ID_JAQUYRWAND,L125F01025C01S13586Rp48755.jpg,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_5E5I5MDCJQ,L222F00670C39S12787Rp39709.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
ID_VFGFCBA5C8,L415F04493C01S09300Rp27154.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
ID_G9X9QNE05T,L113F01556C01S10043Rp28770.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ID_432HKJ1KNB,L1153F03533C01S08705Rp25398.jpg,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
ID_YFB4MQGVTF,L134F04018C39S13565Rp46076.jpg,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
ID_QOMR0PMT0I,L342F01050C39S14253Ip.jpg,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
ID_HWV1X94O9G,L124F00080C01S00227Rp13680.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_BMDRJYS01B,171_repeat_2_2322_3695_2410.JPG,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
ID_D3MGDTHAKA,L331F00159C01S03450Rp13718.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_99SUEAPB7B,L428F00919C39S12414Rp49046.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
ID_VELT0SF4EU,L1083F03572C01S02068Rp07263.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_H9GN0270HM,L133F00737C01S03192Rp14062.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_L2H1IR1IU7,L1149F01928C01S02422Rp03220.jpg,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
ID_C0JJ6T78YB,L398F00978C01S07265Rp31320.jpg,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
ID_55N0ICPVSK,L1093F01495C39S11720Ip.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
ID_2Z3E1UAGQ2,16_initial_1_1028_1028.JPG,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
ID_37LKHY2NS7,L1094F01237C01S07049Rp28834.jpg,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
ID_950L1I0KP2,157_repeat_2_1278_5186_3511.JPG,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
ID_5BS9ND6N5Z,L1084F02431C39S13932Ip.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
ID_L0C7DZ4NNO,L232F04004C03S07810Rp25047.jpg,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
ID_R91IXNIFN0,L121F00590C39S12933Rp45579.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_QQNG67XJ2K,L222F01493C01S03002Rp10398.jpg,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
ID_LFW8DD7CLB,L361F02341C01S03420Rp15033.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_YGC2N67K5G,L426F00211C39S14975Dp47741.jpg,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
ID_MZR3P6CNJ4,L342F02113C01S03400Rp13555.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_V61MCZQILS,L134F04229C01S05661Rp14052.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_Q3Q06S64D4,L325F01619C01S07294Rp15207.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
ID_86K66TDVD1,223_repeat_2_2230_5814_4195.JPG,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
ID_RL2MP6JYTD,L144F01673C01S01718Rp13858.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_H2CCR26FRZ,L133F00494C01S02756Rp13099.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_8Z267CP37N,28_repeat_2_1041_6080_4448.JPG,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
ID_2G1A51Q9SX,L405F05547C39S14211Ip.jpg,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
ID_TLORTGPGHG,216_repeat_2_1087_888_559.JPG,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
ID_GRRG1F4AOO,L398F02763C01S08235Rp32386.jpg,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
ID_Q6SP9PZMK3,L144F01957C01S00514Rp14665.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_ADNK403M8I,L428F00224C39S13200Rp33415.jpg,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
ID_TNWK8AO93U,L342F01614C01S00402Ip.jpg,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
ID_BE4ETE329L,L134F00749C39S14152Rp43402.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
ID_N109DJN90P,L121F02570C01S10645Rp19550.jpg,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
ID_QFD90MQ99X,L415F00217C39S12954Rp34004.jpg,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
ID_R2U2U73Y7D,L124F00081C01S00116Rp14442.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_W36FLBXB46,L242F00539C01S08167Rp27394.jpg,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
ID_FG8WON2L52,L221F00336C01S03314Rp14257.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_TYR46T03QM,L1133F01269C39S12415Rp35017.jpg,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ID_E70O5GW301,L124F02606C39S13440Rp37239.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
ID_VG0ETWVRSD,L133F00686C01S01088Rp14065.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_ELEC6N3ZAM,L429F03239C39S14836Rp49049.jpg,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
ID_VEZINN3AWE,L1153F03533C01S01053Rp07197.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_M3WXAB2HBN,L1084F00022C01S00077Rp07840.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_QXN275B8GR,204_repeat_2_1454_6168_4533.JPG,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
ID_MPWQ856OHN,L134F00771C01S00620Rp13530.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_QI7AR3MSHO,L1084F02299C01S02998Rp10185.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_R96WWAVOV9,L1123F02853C01S02685Rp06507.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_G3BBAA12EN,L1102F00034C39S11594Dp36448.jpg,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
ID_GFGHPV2A3L,L430F02458C01S01912Rp12684.jpg,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
ID_B1WQFRDLRZ,L1084F02299C01S02998Rp09949.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_4MGM9EH0CZ,L1155F04251C01S07814Rp28889.jpg,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
ID_AXYCIBFTHQ,L231F03349C41S14672Ip.jpg,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
ID_CX4FPUASN5,L406F02427C01S03099Rp14794.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_ZVNWX2HOQL,L231F01273C41S14881Ip.jpg,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
ID_0KE35Y6AR9,70_repeat_2_2055_2379_1411.JPG,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
ID_6D149WBHN3,L354F03990C39S13316Rp38250.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_UKPUV8AAAM,L134F00852C01S01079Rp12993.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_VYHRVQONBI,L1094F01237C01S07049Rp27244.jpg,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
ID_0Y1PRKV84V,L341F01441C01S01014Rp11564.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_DRU0SPHWFN,225_repeat_2_1312_5620_3973.JPG,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
ID_IQ9AKFA8SZ,L410F00106C39S14584Dp49300.jpg,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
ID_WQKV0RLAGG,L133F00713C01S06943Rp16182.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
ID_ADELFZJX7V,L332F00619C39S12305Ip.jpg,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
ID_YMCX360V3H,L436F01604C01S01670Rp03434.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
ID_A6084VNWX3,L1093F01799C01S02004Ip.jpg,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
ID_8KXQHNDWYV,226_repeat_2_1085_3951_2527.JPG,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
ID_FYYNFV4GO5,L378F00927C39S12352Rp45636.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
ID_4CUO669JAI,L427F01150C39S15035Rp48761.jpg,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
ID_WTOVC4VX3Z,L121F01775C01S02440Rp14423.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_04HTA40P09,L1089F02252C01S06763Rp24522.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
ID_MP5WN78UE7,L427F01243C39S15036Rp46255.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
ID_SXMEBUL61I,L222F02365C01S03440Rp12736.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_I22XSS4F5J,L353F01672C01S07803Rp22237.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
ID_ETH7ZDA9K2,L342F03079C01S03296Rp14603.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_U4VSD7HOYK,183_repeat_2_1020_1115_811.JPG,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
ID_OTDBNX6FOW,L331F04165C39S12609Rp42389.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_U99XUNGBQG,L378F00117C39S12219Rp43075.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
ID_W7A65ZFN20,L432F02192C01S05305Rp10288.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
ID_9V64QBXAIR,L406F01788C01S01365Rp12935.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_6PXKLJCLDG,L415F02316C39S14816Rp40996.jpg,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
ID_TN0LO3FPJV,L1153F00040C01S08155Rp22899.jpg,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
ID_91B35O8VR6,L1093F02787C39S11715Rp38089.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_HJ52UZTIA6,L133F03171C39S14738Rp48966.jpg,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
ID_5GTPENI7SO,L144F01527C39S12559Rp42061.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
ID_VJ5A98Q8WR,L326F01270C01S02202Rp13954.jpg,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
ID_E0IOVGA50P,L323F02382C01S01274Rp13744.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_9473F7P1KV,L121F00595C01S06814Rp17101.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
ID_RUDJ16WYWD,L1090F01267C01S07916Rp15878.jpg,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
ID_NPJW8YX01K,L426F01041C41S14971Rp47754.jpg,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
ID_UYFRE4L3AT,L134F00846C01S09791Rp27556.jpg,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
ID_31JUJQV8PA,L331F00160C01S07065Rp19777.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
ID_O96W8FGNXS,L371F04445C39S12525Rp41032.jpg,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
ID_UNPC3I7L7E,L326F03128C39S13418Rp35299.jpg,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
ID_ANWYIZNU34,171_repeat_2_2291_3748_2423.JPG,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
ID_153VMW8EON,L1094F01822C01S07055Rp25004.jpg,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
ID_O6IKPA0Y4Z,L1083F02651C01S04569Rp01287.jpg,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
ID_6Y8ZNYQZO7,L1133F00345C01S01576Rp06829.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_B55D9WCUWO,L426F02613C39S14982Rp45297.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
ID_M2RTVM8KKC,L134F00793C01S07221Rp18181.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
ID_XIWCG0QXHS,L365F00189C01S09121Rp24527.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
ID_VHPFMSMQ4G,L1084F00275C39S13934Rp34178.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
ID_LR8PRX6TZ3,L133F00088C01S01080Rp14061.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_KK3SR25U2U,L1150F00514C20S11235Rp25935.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ID_LBX7OI0ASP,88_repeat_2_1243_4578_2966.JPG,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
ID_YFRERFWEPR,88_initial_1_1243_1243.JPG,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
ID_ROU5SORK17,L124F01890C01S00858Rp14313.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_QEZ9JOBAZF,201_repeat_2_1461_6410_4776.JPG,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
ID_X5PEICVPWG,L1132F04286C01S07489Rp23990.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
ID_HDBY3ULSKL,L331F04175C39S12624Rp42397.jpg,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ID_2HWUCDMOT1,188_repeat_2_1469_6130_4493.JPG,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
ID_L48KAA71RU,L1084F01008C01S08314Rp29664.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ID_6W14BNBU49,L341F01861C01S00985Rp13977.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_HVTZCGION3,L121F03356C01S10711Rp23546.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ID_5PIRD0QGRF,L1155F04245C01S07149Rp18594.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
ID_1N8N6X5UZ6,L124F01034C01S09319Rp16022.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
ID_032ZI3G7DA,122_repeat_2_1625_998_673.JPG,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
ID_5BMQ0VN805,L1093F03320C39S11625Rp32523.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
ID_9X8KRMEDWT,L1136F03499C01S01505Rp04988.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_75P8RVAJJL,L1093F00010C01S02842Rp10801.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_ANZI5I3KM1,L435F02059C39S12710Ip.jpg,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
ID_O9Z02SDDNT,L992F04379C39S11910Rp33332.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
ID_BO3HH8ZI8J,L429F00355C01S02047Rp13496.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_CQ34GPYWF0,L315F01817C01S02265Ip.jpg,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
ID_3HGEK0QFIA,L134F04023C01S02591Rp14649.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_FHCABUW9XJ,L1132F04284C39S12205Rp36904.jpg,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ID_SK1YVJBU6F,L341F02998C39S13255Rp43989.jpg,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_JPPQR5LXQ7,L141F02590C01S02274Ip.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
ID_2T1K5FM0FH,L371F01009C01S09017Rp27718.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ID_AQAEVW8V0U,L406F00105C01S00604Rp12924.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_FB8S3E10MK,L410F01562C01S08204Rp30063.jpg,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
ID_3I2SDQXQFO,L1094F00036C01S00071Rp08123.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_UYCLA8DMQ1,L1094F01763C39S12596Rp34882.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_499W0J425K,L353F03620C01S01305Rp14805.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_69VYJ6ROQY,232_repeat_2_1549_6426_4792.JPG,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
ID_ZPHTVETR9T,L134F00791C39S14712Ip.jpg,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
ID_R5PCVDG8OF,L326F01740C01S07113Rp17642.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
ID_W1X69UL00S,L221F01779C01S03329Rp14239.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_D7JJJTCNZG,L134F00771C39S14838Rp48126.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
ID_I4K6L9C8UC,L325F01048C01S00929Rp13341.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_WZQKTYJ6CD,L342F01539C39S14243Rp43268.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
ID_9EXO5O408Q,L398F00104C01S08009Rp32358.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
ID_IUXFMGTC3B,L133F00695C01S05260Rp14072.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_WZT6T3F1U4,L144F01202C01S01090Rp14713.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_YBJTB18I0H,L134F00802C01S05278Rp14566.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_J7IZPJUJMP,L415F00414C01S01095Rp14953.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_EUES4977WD,L222F03358C01S03325Rp11492.jpg,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
ID_M98P3S4L3H,L133F00698C39S14617Rp46912.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
ID_2V4IXI7M4G,L406F00266C01S08380Rp20339.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
ID_RUFYKNXFER,188_repeat_2_1470_6376_4747.JPG,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
ID_P5J9X1J6TA,L406F01517C01S14394Rp39394.jpg,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
ID_ACUP4W7PPT,L232F01158C03S08331Rp18016.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
ID_S9PSPZBVPU,L354F03990C01S03051Rp14481.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_YFI7AB6G1Y,L133F00979C39S14339Rp48950.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
ID_QKKL8PGSJ5,L1122F00409C01S04637Ip.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
ID_UU72TXVS6R,L134F00794C39S14178Rp37100.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
ID_YU5FWD1GXF,L435F01105C01S04540Rp06930.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
ID_G3NVLUX7HU,L398F01276C01S03717Rp15003.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_EM0AEPT16D,L134F04015C01S05270Rp14574.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_JH00EGICCB,L428F03469C39S14417Rp47873.jpg,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
ID_IF6SGCZNB5,L1089F02959C01S09946Rp27141.jpg,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
ID_KG0DEUMOTT,L134F00821C01S05238Rp14044.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
